P_NAME,P_RADIUS,P_PERIOD,S_NAME,S_METALLICITY,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,S_LUMINOSITY,P_HABITABLE
HAT-P-50 b,14.43848,3.1220109,HAT-P-50,-0.18,1.27,1.7,6280.0,0.045599546,1694.306,1605.8857,1802.5214,4.0274028,0.0
HAT-P-51 b,14.49453,4.2180278,HAT-P-51,0.27,0.98,1.04,5449.0,0.051073445,1086.8687,1026.5959,1161.6883,0.8543239,0.0
HAT-P-52 b,11.31089,2.7535953,HAT-P-52,0.28,0.89,0.89,5131.0,0.0369808,1109.9557,1084.9065,1137.1538,0.49189988,0.0
HAT-P-53 b,14.77478,1.9616241,HAT-P-53,0.0,1.09,1.21,5956.0,0.031873615,1622.9304,1525.749,1745.9455,1.650738,0.0
HAT-P-54 b,10.58224,3.799847,HAT-P-54,-0.127,0.65,0.62,4390.0,0.041282723,750.6511,724.57753,780.33576,0.12791754,0.0
HAT-P-55 b,13.25022,3.5852467,HAT-P-55,-0.03,1.01,1.01,5808.0,0.046484769,1197.5938,1123.5046,1292.2161,1.0400107,0.0
HAT-P-56 b,16.9271,2.79083,HAT-P-56,0.0,1.42,1.47,6566.0,0.04359412,1680.5934,1680.5934,1680.5934,3.5985441,0.0
HAT-P-57 b,19.5054,2.4653,HAT-P-57,-0.25,2.77,1.85,6330.0,0.050147504,1694.6577,1694.6577,1694.6577,4.9231939,0.0
HAT-P-6 b,16.5908,3.85298,HAT-P-6,-0.13,1.79,1.62,6570.0,0.058388197,1525.3778,1525.3778,1525.3778,4.3810696,0.0
HAT-P-65 b,21.1869,2.6054552,HAT-P-65,0.1,1.21,1.86,5835.0,0.041335678,1754.2365,1545.3331,2115.2235,3.5931717,0.0
HAT-P-66 b,17.8239,2.972086,HAT-P-66,0.035,1.25,1.88,6002.0,0.043806702,1735.7175,1663.3595,1820.4497,4.1094936,0.0
HAT-P-67 b,23.37285,4.8101025,HAT-P-67,-0.08,1.64,2.55,6406.0,0.06505,1767.8705,1767.8705,1767.8705,9.8110784,0.0
HAT-P-69 b,18.78796,4.7869491,HAT-P-69,-0.069,1.65,1.93,7394.0,0.06555,1768.4339,1768.4339,1768.4339,9.9751871,0.0
HAT-P-7 b,16.9271,2.20474,HAT-P-7,0.26,1.56,2.0,6389.0,0.038440527,2031.2823,2031.2823,2031.2823,5.9714554,0.0
HAT-P-70 b,20.9627,2.7443245,HAT-P-70,-0.059,1.89,1.86,8450.0,0.04739,2333.3877,2333.3877,2333.3877,15.803067,0.0
HAT-P-8 b,15.694,3.07634,HAT-P-8,0.01,1.27,1.57,6200.0,0.044819501,1617.4285,1617.4285,1617.4285,3.2632828,0.0
HAT-P-9 b,15.61553,3.9228107,HAT-P-9,0.12,1.28,1.34,6350.0,0.053056525,1408.4669,1353.3929,1472.2813,2.6157314,0.0
HATS-1 b,14.59542,3.446459,HATS-1,0.014020760003518647,0.99,1.04,5870.0,0.04471968,1251.0884,1183.2359,1334.8701,1.1505559,0.0
HATS-10 b,10.86249,3.312846,HATS-10,0.15,1.1,1.1,5880.0,0.050546227,1261.2249,1046.9571,1815.8039,1.2959353,0.0
HATS-11 b,18.03689,3.619188,HATS-11,0.03,1.33,1.54,6563.0,0.0507,1594.3213,1594.3213,1594.3213,3.9422095,0.0
HATS-12 b,7.75732,3.142702,HATS-12,-0.1,1.16,1.17,6357.0,0.0441,1443.2545,1443.2545,1443.2545,2.0029459,0.0
HATS-13 b,13.58652,3.0440499,HATS-13,0.05,0.96,0.89,5523.0,0.041234557,1137.8565,1049.2033,1259.9191,0.66034187,0.0
HATS-14 b,11.64719,2.7667641,HATS-14,0.33,0.97,0.93,5346.0,0.038534628,1161.9567,1088.6974,1256.0201,0.63295139,0.0
HATS-15 b,12.38705,1.7474875,HATS-15,0.0,0.87,0.92,5311.0,0.027335279,1362.1022,1284.9116,1458.4338,0.60335026,0.0
HATS-16 b,14.573,2.686502,HATS-16,-0.1,0.97,1.24,5738.0,0.03744,1455.5279,1455.5279,1455.5279,1.4933933,0.0
HATS-17 b,8.71017,16.254611,HATS-17,0.3,1.13,1.09,5846.0,0.130855,743.81069,733.29306,754.87605,1.2433027,0.0
HATS-18 b,14.89809,0.83784,HATS-18,0.014020760003518647,1.04,1.02,5600.0,0.0174,1889.864,1889.864,1889.864,0.91672927,0.0
HATS-2 b,13.09328,1.354133,HATS-2,0.15,0.88,0.9,5227.0,0.023,1441.2088,1441.2088,1441.2088,0.54173097,0.0
HATS-22 b,10.68313,4.7228124,HATS-22,0.0,0.76,0.69,4803.0,0.050406805,784.18126,755.22342,817.44088,0.22700592,0.0
HATS-23 b,20.8506,2.1605156,HATS-23,0.28,1.12,1.2,5780.0,0.034190737,1512.982,1434.6474,1608.6846,1.44,0.0
HATS-24 b,15.63795,1.3484978,HATS-24,-0.229,1.07,1.12,6125.0,0.0238,1852.0116,1852.0116,1852.0116,1.5817909,0.0
HATS-25 b,14.1246,4.2986432,HATS-25,0.02,0.99,1.11,5715.0,0.052429645,1165.7245,1077.0604,1286.7084,1.1776047,0.0
HATS-26 b,19.6175,3.3023881,HATS-26,-0.02,1.3,2.04,6071.0,0.048771092,1749.7516,1574.1558,2021.431,5.065122,0.0
HATS-27 b,16.815,4.637038,HATS-27,0.09,1.42,1.74,6438.0,0.071412489,1479.3954,1204.3595,2339.4569,4.6600549,0.0
HATS-28 b,13.38474,3.1810781,HATS-28,0.01,0.93,0.92,5498.0,0.042152807,1140.6918,1043.1239,1280.2261,0.69292023,0.0
HATS-29 b,14.02371,4.6058749,HATS-29,0.16,1.03,1.07,5670.0,0.05543339,1103.1074,1026.705,1204.0483,1.0602016,0.0
HATS-3 b,15.48101,3.547851,HATS-3,-0.157,1.21,1.4,6351.0,0.0485,1504.0156,1504.0156,1504.0156,2.8570193,0.0
HATS-30 b,13.17175,3.1743516,HATS-30,0.06,1.09,1.06,5943.0,0.043740632,1291.7568,1234.5999,1359.4001,1.2558082,0.0
HATS-31 b,18.3844,3.37796,HATS-31,0.0,1.27,1.87,6050.0,0.049097507,1662.2025,1502.0963,1904.5028,4.1975256,0.0
HATS-32 b,14.00129,2.8126548,HATS-32,0.39,1.1,1.1,5700.0,0.044703441,1294.3231,1083.0611,1806.057,1.1443884,0.0
HATS-33 b,13.7883,2.5495551,HATS-33,0.29,1.06,1.02,5659.0,0.037389264,1304.377,1255.6404,1360.4521,0.95597771,0.0
HATS-34 b,16.0303,2.1061607,HATS-34,0.25,0.95,0.98,5380.0,0.031844641,1318.3761,1253.3924,1396.9295,0.72089149,0.0
HATS-35 b,16.41144,1.8209993,HATS-35,0.21,1.32,1.43,6300.0,0.033487708,1845.4866,1624.6018,2228.6342,2.8861767,0.0
HATS-36 b,12.92513,4.175186,HATS-36,0.15,1.1,1.1,5950.0,0.0523,1202.7615,1202.7615,1202.7615,1.3587573,0.0
HATS-39 b,17.5997,4.5776348,HATS-39,0.0,1.38,1.62,6572.0,0.062341397,1497.0899,1332.2577,1766.7468,4.3864067,0.0
HATS-4 b,11.4342,2.516729,HATS-4,0.43,1.0,0.93,5403.0,0.036203059,1207.076,1199.3184,1215.0122,0.66038076,0.0
HATS-40 b,17.7118,3.2642736,HATS-40,0.01,1.56,2.26,6460.0,0.05240214,1902.9853,1671.7919,2308.6331,7.969583,0.0
HATS-41 b,14.9093,4.193649,HATS-41,0.47,1.5,1.71,6424.0,0.06250926,1519.1686,1305.4097,1947.5586,4.461727,0.0
HATS-42 b,15.694,2.292102,HATS-42,0.22,1.27,1.48,6060.0,0.037857274,1686.252,1526.1256,1926.8106,2.6466869,0.0
HATS-43 b,13.2278,4.3888497,HATS-43,0.05,0.84,0.81,5099.0,0.050179845,908.00119,839.95565,1000.3515,0.39737334,0.0
HATS-44 b,11.96107,2.7439004,HATS-44,0.32,0.86,0.85,5080.0,0.037910209,1075.3384,955.58218,1272.7282,0.4311033,0.0
HATS-45 b,14.41606,4.1876244,HATS-45,0.02,1.27,1.31,6450.0,0.056697168,1381.0494,1244.7622,1589.9755,2.6611545,0.0
HATS-46 b,10.12263,4.7423729,HATS-46,-0.06,0.92,0.85,5495.0,0.062055428,943.45879,771.9788,1451.4736,0.59019739,0.0
HATS-5 b,10.22352,4.763387,HATS-5,0.19,0.94,0.87,5304.0,0.054209783,936.63584,927.88355,945.68405,0.53671189,0.0
HATS-50 b,12.6673,3.8297015,HATS-50,0.014020760003518647,1.17,1.12,5990.0,0.057177639,1221.7136,1010.2519,1787.9551,1.4468782,0.0
HATS-51 b,15.8061,3.3488702,HATS-51,0.014020760003518647,1.19,1.44,5758.0,0.048915936,1404.1449,1226.1172,1727.5093,2.0422094,0.0
HATS-52 b,15.49222,1.3666544,HATS-52,0.014020760003518647,1.11,1.05,6010.0,0.025735845,1710.8826,1538.6185,1977.8999,1.2887395,0.0
HATS-53 b,15.0214,3.8537768,HATS-53,0.014020760003518647,0.96,1.1,5644.0,0.050118009,1188.4219,1037.7451,1462.1068,1.1000743,0.0
HATS-54 b,11.96107,2.5441828,HATS-54,0.396,1.1,1.32,5702.0,0.037928707,1487.0699,1402.7974,1592.2396,1.6502334,0.0
HATS-55 b,14.02371,4.2042001,HATS-55,0.108,1.2,1.13,6214.0,0.054349036,1250.8878,1197.6704,1313.4263,1.7058095,0.0
HATS-56 b,18.92248,4.324799,HATS-56,0.19,1.57,2.2,6536.0,0.060440908,1738.2185,1721.9759,1755.0102,7.9137474,0.0
HATS-57 b,12.76819,2.350621,HATS-57,0.268,1.03,0.96,5587.0,0.034943693,1290.954,1273.314,1309.4802,0.80453659,0.0
HATS-58 A b,12.27495,4.2180896,HATS-58 A,0.014020760003518647,1.46,1.43,7175.0,0.058798214,1567.8192,1453.2705,1721.8933,4.8556608,0.0
HATS-59 b,12.62246,5.416081,HATS-59,0.18,1.04,1.04,5670.0,0.061628549,1029.8439,970.23772,1104.628,1.0015844,0.0
HATS-59 c,4.191425871296591,1422.0,HATS-59,0.18,1.04,1.04,5670.0,2.512625,160.99496,154.76951,168.19573,1.0015844,0.0
HATS-6 b,11.18758,3.3252725,HATS-6,0.2,0.57,0.57,3724.0,0.03623,651.07348,651.07348,651.07348,0.055985692,0.0
HATS-60 b,12.92513,3.560829,HATS-60,0.335,1.1,1.46,5688.0,0.047938763,1392.9479,1279.3194,1552.2462,1.9990917,0.0
HATS-61 b,13.39595,7.817953,HATS-61,0.247,1.08,1.66,5542.0,0.079414667,1118.5979,1071.0087,1174.5226,2.3290076,0.0
HATS-62 b,11.82655,3.2768837,HATS-62,0.133,0.9,0.93,5416.0,0.043478455,1121.9262,990.36811,1346.6832,0.66675943,0.0
HATS-63 b,13.53047,3.0566527,HATS-63,0.081,0.93,1.07,5627.0,0.040632324,1277.1574,1199.6645,1375.5998,1.0284042,0.0
HATS-64 b,18.82159,4.908897,HATS-64,0.22,1.56,2.11,6554.0,0.066368101,1635.7763,1526.8943,1777.8404,7.3600253,0.0
HATS-65 b,16.82621,3.105161,HATS-65,0.199,1.26,1.31,6277.0,0.045056432,1492.9283,1449.0426,1541.8495,2.3869304,0.0
HATS-66 b,15.81731,3.1414391,HATS-66,-0.017,1.41,1.84,6626.0,0.047236543,1824.1952,1768.9347,1886.0131,5.8469586,0.0
HATS-67 b,18.88885,1.6091788,HATS-67,0.332,1.44,1.44,6594.0,0.030369255,2002.6007,1948.2522,2062.6561,3.5124439,0.0
HATS-68 b,13.81072,3.5862202,HATS-68,0.21,1.35,1.75,6147.0,0.05074286,1591.5391,1563.7691,1621.1156,3.9175775,0.0
HATS-69 b,10.59345,2.2252577,HATS-69,0.377,0.89,0.88,5137.0,0.036434591,1163.9624,961.76492,1709.1307,0.48316143,0.0
HATS-7 b,6.31123,3.185315,HATS-7,0.25,0.85,0.81,4985.0,0.040699734,985.49338,912.74897,1083.6904,0.36301062,0.0
HATS-70 b,15.51464,1.8882378,HATS-70,0.041,1.78,1.88,7930.0,0.036908384,2509.6267,2315.0227,2777.0861,12.522675,0.0
HATS-8 b,9.78633,3.583893,HATS-8,0.21,1.06,1.09,5679.0,0.049969009,1198.6485,1031.274,1531.4083,1.1072077,0.0
HATS-9 b,13.85556,1.915291,HATS-9,0.38,1.1,1.56,5599.0,0.0312,1745.0687,1745.0687,1745.0687,2.1427905,0.0
HD 100546 b,77.349,2309.3421610400937,HD 100546,0.014020760003518647,2.4,1.5371422191458501,10500.0,53.0,804.1932016099973,793.683031961247,824.9372727000268,5.7862772399051465,0.0
HD 100655 b,4.191425871296591,157.57001,HD 100655,0.07,2.28,10.06,4891.0,0.682754,828.77937,794.22951,869.23774,51.888995,0.0
HD 100777 b,4.191425871296591,383.70001,HD 100777,0.25,0.83,1.04,5533.0,1.096744,243.01291,210.13885,306.32738,0.90823452,0.0
HD 10180 c,4.191425871296591,5.75969,HD 10180,0.08,1.06,1.11,5911.0,0.064290848,1083.6721,1046.5088,1125.908,1.3476541,0.0
HD 10180 d,4.191425871296591,16.357,HD 10180,0.08,1.06,1.11,5911.0,0.12969337,764.65925,719.78803,821.15669,1.3476541,0.0
HD 10180 e,4.191425871296591,49.748,HD 10180,0.08,1.06,1.11,5911.0,0.270251,528.28395,515.39087,542.38163,1.3476541,0.0
HD 10180 f,4.191425871296591,122.744,HD 10180,0.08,1.06,1.11,5911.0,0.49638998,390.63779,369.61115,416.55481,1.3476541,0.0
HD 10180 g,4.191425871296591,604.67,HD 10180,0.08,1.06,1.11,5911.0,1.4763521,228.7781,204.46824,267.66636,1.3476541,0.0
HD 10180 h,4.191425871296591,2205.0,HD 10180,0.08,1.06,1.11,5911.0,3.3962568,149.20087,142.66251,156.92518,1.3476541,0.0
HD 101930 b,4.191425871296591,70.46,HD 101930,0.15,0.57,0.86,5108.0,0.301815,380.91411,361.82208,404.0746,0.45111691,0.0
HD 102117 b,4.191425871296591,20.8133,HD 102117,0.28,1.06,1.23,5655.0,0.15108,713.12266,674.44664,760.87843,1.3862109,0.0
HD 102195 b,4.191425871296591,4.11377,HD 102195,0.04,0.76,0.82,5301.0,0.05,946.23019,946.23019,946.23019,0.47571579,0.0
HD 102272 b,4.191425871296591,127.58,HD 102272,-0.41,1.45,10.3,4790.0,0.5106375,948.67658,925.95837,973.47389,50.0386,0.0
HD 102329 b,4.191425871296591,778.09998,HD 102329,0.05,3.21,9.82,4745.0,1.8499105,485.80098,442.87081,548.09545,43.798223,0.0
HD 102329 c,4.191425871296591,1123.0,HD 102329,0.05,3.21,9.82,4745.0,3.1865023,370.12104,337.54394,417.30658,43.798223,0.0
